INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222009700,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2/10/2022 10:52,2022,2,Thursday,10,,STUART ST,42.35103105,-71.06373331,"(42.35103104592933, -71.06373331020067)"
222013726,3006,,SICK/INJURED/MEDICAL - PERSON,A1, ,0,2/26/2022 7:29,2022,2,Saturday,7,,STUART ST,42.35103105,-71.06373331,"(42.35103104592933, -71.06373331020067)"
222015958,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,3/7/2022 2:30,2022,3,Monday,2,,GALLIVAN BLVD,42.28054284,-71.0637544,"(42.2805428391231, -71.06375439505696)"
222009718,1831,,SICK ASSIST,A1, ,0,2/10/2022 12:42,2022,2,Thursday,12,,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101393672, -71.06376562388392)"
222019935,1831,,SICK ASSIST,A1, ,0,3/22/2022 9:40,2022,3,Tuesday,9,,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101393672, -71.06376562388392)"
222005394,1831,,SICK ASSIST,A1, ,0,1/24/2022 13:46,2022,1,Monday,13,,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101393672, -71.06376562388392)"
222005314,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,1/24/2022 9:10,2022,1,Monday,9,,"DITSON ST & ARCADIA PARK
BOSTON  MA 02122
UNITED S",42.30084003,-71.06378996,"(42.30084002642688, -71.06378995568217)"
222014059,3410,,TOWED MOTOR VEHICLE,A1, ,0,2/27/2022 16:30,2022,2,Sunday,16,,TREMONT ST,42.35428377,-71.06380404,"(42.35428377241488, -71.06380403747467)"
222022982,724,,AUTO THEFT,A1, ,0,4/2/2022 2:00,2022,4,Saturday,2,,TREMONT ST,42.35428377,-71.06380404,"(42.35428377241488, -71.06380403747467)"
222007448,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2/1/2022 17:20,2022,2,Tuesday,17,,TREMONT ST,42.35428377,-71.06380404,"(42.35428377241488, -71.06380403747467)"
222022846,3115,,INVESTIGATE PERSON,A1, ,0,4/1/2022 17:58,2022,4,Friday,17,,TREMONT ST,42.35428377,-71.06380404,"(42.35428377241488, -71.06380403747467)"
222017519,520,,BURGLARY - RESIDENTIAL,C11, ,0,3/12/2022 23:25,2022,3,Saturday,23,,PAISLEY PARK,42.29707502,-71.06381418,"(42.29707502294211, -71.06381417587222)"
220044484,3115,,INVESTIGATE PERSON,D4,162,0,1/31/2022 17:27,2022,1,Monday,17,,HARRISON AVE,42.34496728,-71.06382224,"(42.344967284550535, -71.0638222387923)"
222003863,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4, ,0,1/18/2022 17:21,2022,1,Tuesday,17,,HARRISON AVE,42.34496728,-71.06382224,"(42.344967284550535, -71.0638222387923)"
222007437,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2/1/2022 18:01,2022,2,Tuesday,18,,HARRISON AVE,42.34496728,-71.06382224,"(42.344967284550535, -71.0638222387923)"
222019142,1402,,VANDALISM,D4, ,0,3/19/2022 2:37,2022,3,Saturday,2,,HARRISON AVE,42.34496728,-71.06382224,"(42.344967284550535, -71.0638222387923)"
222021092,3115,,INVESTIGATE PERSON,A1, ,0,3/26/2022 11:03,2022,3,Saturday,11,,STANIFORD ST,42.36304149,-71.06382434,"(42.3630414918596, -71.06382433571875)"
222011410,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",A1, ,0,2/16/2022 17:50,2022,2,Wednesday,17,,LOMASNEY WAY,42.36464106,-71.06385015,"(42.36464105525362, -71.06385014753782)"
222008344,3115,,INVESTIGATE PERSON,C11, ,0,2/4/2022 21:35,2022,2,Friday,21,,DORCHESTER AVE,42.28717863,-71.06390668,"(42.28717862908649, -71.06390667872321)"
222019074,619,,LARCENY ALL OTHERS,C11, ,0,3/18/2022 19:53,2022,3,Friday,19,,DITSON ST,42.30108481,-71.06390782,"(42.30108480707965, -71.06390781854564)"
222002448,3006,,SICK/INJURED/MEDICAL - PERSON,A1,68,0,1/12/2022 17:15,2022,1,Wednesday,17,,CAMBRIDGE ST,42.36116347,-71.06391344,"(42.36116346771791, -71.06391344170477)"
222014558,1402,,VANDALISM,A1, ,0,3/1/2022 16:30,2022,3,Tuesday,16,,STANIFORD ST,42.36243437,-71.0639181,"(42.362434365137226, -71.0639180988256)"
222003371,1402,,VANDALISM,A1, ,0,1/16/2022 13:21,2022,1,Sunday,13,,STANIFORD ST,42.36243437,-71.0639181,"(42.362434365137226, -71.0639180988256)"
222008414,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2/5/2022 8:56,2022,2,Saturday,8,,PERCIVAL ST,42.30684828,-71.06392365,"(42.306848280851234, -71.0639236451889)"
222006692,3410,,TOWED MOTOR VEHICLE,D4,162,0,1/29/2022 12:00,2022,1,Saturday,12,,"HARRISON AVE & TRAVELER ST
BOSTON  MA 02118
UNITED",42.34446996,-71.06392996,"(42.344469956216074, -71.06392995940544)"
222021433,3115,,INVESTIGATE PERSON,A15, ,0,3/27/2022 18:06,2022,3,Sunday,18,,THOMPSON SQ,42.3751514,-71.0639642,"(42.375151403550404, -71.06396419961239)"
222010179,3803,,M/V ACCIDENT - PERSONAL INJURY,A1,123,0,2/11/2022 19:54,2022,2,Friday,19,,WASHINGTON ST,42.34874244,-71.06396897,"(42.34874244471528, -71.06396897460544)"
222007230,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,1/31/2022 19:00,2022,1,Monday,19,,DRAPER ST,42.30287064,-71.06399249,"(42.30287064356321, -71.06399248926489)"
222010114,3114,,INVESTIGATE PROPERTY,C11, ,0,2/11/2022 16:35,2022,2,Friday,16,,DRAPER ST,42.30287064,-71.06399249,"(42.30287064356321, -71.06399248926489)"
222009129,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2/8/2022 9:13,2022,2,Tuesday,9,,CAMERON ST,42.31039358,-71.06399382,"(42.310393582634376, -71.06399382474898)"
222001855,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1, ,0,1/9/2022 11:57,2022,1,Sunday,11,,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371041814, -71.06400187299874)"
222002846,3114,,INVESTIGATE PROPERTY,C11, ,0,1/14/2022 0:47,2022,1,Friday,0,,"LEROY ST & DITSON ST
DORCHESTER  MA 02122
UNITED S",42.30129198,-71.06402697,"(42.30129197700729, -71.06402697336497)"
222000981,2647,,THREATS TO DO BODILY HARM,C11, ,0,1/5/2022 15:21,2022,1,Wednesday,15,,MARLOWE ST,42.29818638,-71.06402824,"(42.2981863818934, -71.06402824345813)"
222007830,801,,ASSAULT - SIMPLE,A1, ,0,2/2/2022 22:54,2022,2,Wednesday,22,,NASHUA ST,42.36600842,-71.06403504,"(42.366008418522014, -71.06403504206288)"
222001202,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,1/6/2022 13:40,2022,1,Thursday,13,,NASHUA ST,42.36600842,-71.06403504,"(42.366008418522014, -71.06403504206288)"
222019697,3006,,SICK/INJURED/MEDICAL - PERSON,C11,388,0,3/21/2022 11:30,2022,3,Monday,11,,HUTCHINSON ST,42.27890639,-71.06403908,"(42.278906394840845, -71.06403907547731)"
222024222,3115,,INVESTIGATE PERSON,D4, ,0,4/6/2022 22:56,2022,4,Wednesday,22,,HARRISON AVE,42.34394269,-71.06404858,"(42.34394268686752, -71.06404857854785)"
222015954,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,B2, ,0,3/7/2022 1:18,2022,3,Monday,1,,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661749735653, -71.0640782725732)"
222008551,3805,,M/V ACCIDENT - POLICE VEHICLE,C11, ,0,2/5/2022 19:01,2022,2,Saturday,19,,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661749735653, -71.0640782725732)"
222014668,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,3/2/2022 1:19,2022,3,Wednesday,1,,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661749735653, -71.0640782725732)"
222004715,3111,,LICENSE PREMISE VIOLATION,B2, ,0,1/21/2022 18:58,2022,1,Friday,18,,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661749735653, -71.0640782725732)"
222016031,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6, ,0,3/7/2022 9:27,2022,3,Monday,9,,FRONTAGE RD,42.33796886,-71.0640821,"(42.33796886019149, -71.06408210195067)"
222022894,3410,,TOWED MOTOR VEHICLE,C11, ,0,4/1/2022 22:30,2022,4,Friday,22,,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657333681241, -71.06408373963264)"
222002105,1402,,VANDALISM,C11, ,0,1/11/2022 7:44,2022,1,Tuesday,7,,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657333681241, -71.06408373963264)"
222018215,1402,,VANDALISM,C11, ,0,3/15/2022 16:06,2022,3,Tuesday,16,,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657333681241, -71.06408373963264)"
222001352,1402,,VANDALISM,C6, ,0,1/7/2022 5:28,2022,1,Friday,5,,SOUTHAMPTON ST,42.3309164,-71.06415106,"(42.33091639708705, -71.06415105771896)"
222002252,3001,,DEATH INVESTIGATION,C6, ,0,1/11/2022 19:40,2022,1,Tuesday,19,,SOUTHAMPTON ST,42.3309164,-71.06415106,"(42.33091639708705, -71.06415105771896)"
222020193,1402,,VANDALISM,A15, ,0,3/23/2022 6:53,2022,3,Wednesday,6,,SCHOOL ST,42.37796835,-71.06415861,"(42.37796835396197, -71.06415860836464)"
222012822,3115,,INVESTIGATE PERSON,A1, ,0,2/22/2022 12:10,2022,2,Tuesday,12,,DERNE ST,42.35937852,-71.06416906,"(42.359378524308376, -71.06416906492615)"
222023362,3115,,INVESTIGATE PERSON,C11, ,0,4/4/2022 0:28,2022,4,Monday,0,,MOUNT IDA RD,42.30480488,-71.06421426,"(42.30480488239109, -71.06421426056987)"
222018549,3410,,TOWED MOTOR VEHICLE,A1, ,0,3/17/2022 1:13,2022,3,Thursday,1,,"PINE ST & WASHINGTON ST
BOSTON  MA 02111
UNITED ST",42.34780402,-71.06421805,"(42.34780402229122, -71.06421804581413)"
222024801,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11, ,0,4/8/2022 23:25,2022,4,Friday,23,,HOMES AVE,42.3041156,-71.06424576,"(42.30411560104626, -71.06424575875376)"
222014948,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,3/3/2022 5:54,2022,3,Thursday,5,,HOMES AVE,42.3041156,-71.06424576,"(42.30411560104626, -71.06424575875376)"
222019425,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,257,0,3/20/2022 11:00,2022,3,Sunday,11,,ROWELL ST,42.31333949,-71.0642497,"(42.31333949307123, -71.06424969860635)"
222004629,3115,,INVESTIGATE PERSON,A1, ,0,1/21/2022 14:25,2022,1,Friday,14,,TREMONT ST,42.35311006,-71.06432264,"(42.353110064305426, -71.06432263569027)"
222013546,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,68,0,2/25/2022 0:00,2022,2,Friday,0,,CAMBRIDGE ST,42.36115072,-71.06433349,"(42.36115071759244, -71.06433349107347)"
222018848,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,3/18/2022 5:50,2022,3,Friday,5,,"BOWDOIN ST & HENDRY ST
DORCHESTER  MA 02122
UNITED",42.30872098,-71.06435704,"(42.30872097931728, -71.06435703829645)"
222007408,3502,,MISSING PERSON - LOCATED,C11, ,0,2/1/2022 15:32,2022,2,Tuesday,15,,CENTRE ST,42.29240858,-71.06436304,"(42.29240857669414, -71.06436304415959)"
222016755,619,,LARCENY ALL OTHERS,C11, ,0,3/10/2022 7:16,2022,3,Thursday,7,,DRAPER ST,42.30358612,-71.06437082,"(42.30358611632514, -71.06437082379345)"
222002522,1831,,SICK ASSIST,C11,345,0,1/12/2022 22:03,2022,1,Wednesday,22,,DRAPER ST,42.30358612,-71.06437082,"(42.30358611632514, -71.06437082379345)"
222003845,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,1/18/2022 16:30,2022,1,Tuesday,16,,DRAPER ST,42.30358612,-71.06437082,"(42.30358611632514, -71.06437082379345)"
222007510,3410,,TOWED MOTOR VEHICLE,A1,71,0,2/1/2022 19:03,2022,2,Tuesday,19,,HANCOCK ST,42.35889144,-71.06437558,"(42.35889143957811, -71.06437558210521)"
222010957,1831,,SICK ASSIST,C11, ,0,2/14/2022 23:23,2022,2,Monday,23,,HOWE ST,42.31136188,-71.0644231,"(42.31136187934309, -71.06442310460604)"
222013580,3115,,INVESTIGATE PERSON,C11, ,0,2/25/2022 10:42,2022,2,Friday,10,,HOWE ST,42.31136188,-71.0644231,"(42.31136187934309, -71.06442310460604)"
222021708,2647,,THREATS TO DO BODILY HARM,C11, ,0,3/28/2022 17:34,2022,3,Monday,17,,DORCHESTER AVE,42.28526024,-71.06444063,"(42.285260240740975, -71.06444063187841)"
222006368,1831,,SICK ASSIST,C11, ,0,1/28/2022 9:16,2022,1,Friday,9,,GALLIVAN BLVD,42.2803299,-71.0644483,"(42.280329904730216, -71.06444830494652)"
222007521,3115,,INVESTIGATE PERSON,C11, ,0,2/1/2022 23:26,2022,2,Tuesday,23,,BUTLER ST,42.27392674,-71.06447637,"(42.27392673847497, -71.06447636510993)"
222010735,540,,BURGLARY - COMMERICAL,A1, ,0,2/14/2022 7:52,2022,2,Monday,7,,LONGFELLOW PL,42.3635655,-71.06449385,"(42.36356549973926, -71.06449385411987)"
222021252,301,,ROBBERY,B2,239,0,3/26/2022 12:10,2022,3,Saturday,12,,COLUMBIA RD,42.31748189,-71.06450704,"(42.31748189041453, -71.06450703619905)"
222016251,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,3/8/2022 7:33,2022,3,Tuesday,7,,COLUMBIA RD,42.31748189,-71.06450704,"(42.31748189041453, -71.06450703619905)"
222007790,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2/2/2022 20:15,2022,2,Wednesday,20,,LOMASNEY WAY,42.3653681,-71.06451117,"(42.36536809915916, -71.06451116510192)"
222010471,3006,,SICK/INJURED/MEDICAL - PERSON,A1, ,0,2/12/2022 22:18,2022,2,Saturday,22,,LOMASNEY WAY,42.3653681,-71.06451117,"(42.36536809915916, -71.06451116510192)"
222004414,3115,,INVESTIGATE PERSON,A1, ,0,1/20/2022 18:09,2022,1,Thursday,18,,"BOYLSTON ST & TREMONT ST
BOSTON  MA 02116
UNITED S",42.35236802,-71.06454297,"(42.35236802296309, -71.06454296970273)"
222019216,2905,,VAL - VIOLATION OF AUTO LAW,C6, ,0,3/19/2022 12:45,2022,3,Saturday,12,,ALLSTATE RD,42.32511407,-71.0645767,"(42.32511406508207, -71.06457670238643)"
222010908,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2/14/2022 19:29,2022,2,Monday,19,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
220053671,1831,,SICK ASSIST,D4,165,0,2/6/2022 17:40,2022,2,Sunday,17,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
220044845,1831,,SICK ASSIST,D4,165,0,1/31/2022 0:00,2022,1,Monday,0,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222013134,3115,,INVESTIGATE PERSON,D4, ,0,2/23/2022 14:50,2022,2,Wednesday,14,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222009539,1831,,SICK ASSIST,D4,165,0,2/9/2022 17:55,2022,2,Wednesday,17,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222021595,3502,,MISSING PERSON - LOCATED,D4, ,0,3/28/2022 11:00,2022,3,Monday,11,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222010127,1831,,SICK ASSIST,D4, ,0,2/11/2022 16:16,2022,2,Friday,16,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222023047,3501,,MISSING PERSON,D4, ,0,4/2/2022 15:43,2022,4,Saturday,15,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222017396,3115,,INVESTIGATE PERSON,D4, ,0,3/12/2022 12:01,2022,3,Saturday,12,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222018255,3115,,INVESTIGATE PERSON,D4, ,0,3/15/2022 20:09,2022,3,Tuesday,20,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222002309,1831,,SICK ASSIST,D4,165,0,1/12/2022 4:28,2022,1,Wednesday,4,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222015127,423,,ASSAULT - AGGRAVATED,D4, ,0,3/3/2022 18:35,2022,3,Thursday,18,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222014506,617,,LARCENY THEFT FROM BUILDING,D4, ,0,3/1/2022 9:00,2022,3,Tuesday,9,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222014880,617,,LARCENY THEFT FROM BUILDING,D4, ,0,3/2/2022 19:52,2022,3,Wednesday,19,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222015851,3502,,MISSING PERSON - LOCATED,D4, ,0,3/4/2022 23:00,2022,3,Friday,23,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222015831,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11, ,0,3/6/2022 13:18,2022,3,Sunday,13,,"BOWDOIN ST & PERCIVAL ST
DORCHESTER  MA 02122
UNIT",42.30811099,-71.06458405,"(42.30811098614945, -71.06458404805042)"
222005376,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4, ,0,1/24/2022 12:38,2022,1,Monday,12,,"HERALD ST & WASHINGTON ST
BOSTON  MA 02118
UNITED ",42.34660003,-71.06458995,"(42.34660002948159, -71.06458994846298)"
222015033,1831,,SICK ASSIST,A15, ,0,3/3/2022 10:33,2022,3,Thursday,10,,HIGH ST,42.37706411,-71.06459108,"(42.377064111808046, -71.06459108180009)"
222020617,540,,BURGLARY - COMMERICAL,C6, ,0,3/24/2022 1:00,2022,3,Thursday,1,,MASSACHUSETTS AVE,42.32411837,-71.06461321,"(42.32411837426396, -71.06461321039133)"
222019932,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,3/22/2022 9:05,2022,3,Tuesday,9,,CUSHING AVE,42.31619992,-71.06467201,"(42.316199915240766, -71.06467201413265)"
222024505,423,,ASSAULT - AGGRAVATED,C11, ,0,4/7/2022 23:25,2022,4,Thursday,23,,DORCHESTER AVE,42.2843982,-71.06468373,"(42.2843981982829, -71.06468373288614)"
222005757,423,,ASSAULT - AGGRAVATED,C11, ,1,1/25/2022 19:40,2022,1,Tuesday,19,,DORCHESTER AVE,42.2843982,-71.06468373,"(42.2843981982829, -71.06468373288614)"
222009490,801,,ASSAULT - SIMPLE,C11, ,0,2/9/2022 15:56,2022,2,Wednesday,15,,DORCHESTER AVE,42.2843982,-71.06468373,"(42.2843981982829, -71.06468373288614)"
222008456,3115,,INVESTIGATE PERSON,A15, ,0,2/5/2022 12:19,2022,2,Saturday,12,,AUSTIN ST,42.37537093,-71.06468508,"(42.37537093023556, -71.06468508467015)"
222019689,613,,LARCENY SHOPLIFTING,A15, ,0,3/21/2022 11:29,2022,3,Monday,11,,AUSTIN ST,42.37537093,-71.06468508,"(42.37537093023556, -71.06468508467015)"
222004312,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,1/20/2022 11:34,2022,1,Thursday,11,,"TREMONT ST & LAGRANGE ST
BOSTON  MA 02116
UNITED S",42.35168996,-71.06471999,"(42.35168996334534, -71.06471998917607)"
222013232,3115,,INVESTIGATE PERSON,C11, ,0,2/23/2022 23:45,2022,2,Wednesday,23,,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839353930144, -71.06473124074391)"
222003981,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A15, ,0,1/19/2022 7:20,2022,1,Wednesday,7,,"MEDFORD ST & BELMONT ST
CHARLESTOWN  MA 02129
UNIT",42.38210798,-71.06473405,"(42.382107976414275, -71.06473404864906)"
222010554,3410,,TOWED MOTOR VEHICLE,A15, ,0,2/13/2022 7:45,2022,2,Sunday,7,,"AVON PL & SULLIVAN ST
CHARLESTOWN  MA 02129
UNITED",42.37955497,-71.06473996,"(42.37955496853878, -71.0647399635508)"
222022687,3115,,INVESTIGATE PERSON,A15, ,0,3/31/2022 14:00,2022,3,Thursday,14,,SACKVILLE ST,42.38108595,-71.06475766,"(42.38108594623747, -71.06475765833915)"
222023285,301,,ROBBERY,C11,357,0,4/3/2022 16:31,2022,4,Sunday,16,,"GENEVA AVE & WALDECK ST
BOSTON  MA 02122
UNITED ST",42.29945001,-71.06480005,"(42.29945000994603, -71.06480004916243)"
222012730,3111,,LICENSE PREMISE VIOLATION,A1, ,0,2/21/2022 21:40,2022,2,Monday,21,,TREMONT ST,42.35140041,-71.06480285,"(42.35140041412102, -71.06480285246184)"
222019021,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A1,117,0,3/17/2022 22:00,2022,3,Thursday,22,,TREMONT ST,42.35140041,-71.06480285,"(42.35140041412102, -71.06480285246184)"
222010113,520,,BURGLARY - RESIDENTIAL,C11, ,0,2/11/2022 16:25,2022,2,Friday,16,,VAN WINKLE ST,42.28214597,-71.06480699,"(42.2821459655405, -71.06480699168777)"
222003946,3111,,LICENSE PREMISE VIOLATION,D4,164,0,1/19/2022 0:20,2022,1,Wednesday,0,,E BERKELEY ST,42.34364059,-71.06486661,"(42.34364058774265, -71.0648666140381)"
222016498,3007,,SUDDEN DEATH,A1, ,0,3/9/2022 1:40,2022,3,Wednesday,1,,OAK ST W,42.34852699,-71.06486875,"(42.34852699138988, -71.06486874985352)"
222002966,3007,,SUDDEN DEATH,A1, ,0,1/14/2022 14:22,2022,1,Friday,14,,OAK ST W,42.34852699,-71.06486875,"(42.34852699138988, -71.06486874985352)"
222020851,2647,,THREATS TO DO BODILY HARM,A15, ,0,3/25/2022 15:40,2022,3,Friday,15,,BARTLETT ST,42.37870192,-71.06486887,"(42.378701924219996, -71.06486887236431)"
222006659,3801,,M/V ACCIDENT - OTHER,A1, ,0,1/29/2022 3:30,2022,1,Saturday,3,,"STUART ST & TREMONT ST
BOSTON  MA 02116
UNITED STA",42.35108003,-71.06488998,"(42.35108002886693, -71.06488998215816)"
222020714,1831,,SICK ASSIST,A1, ,0,3/25/2022 0:39,2022,3,Friday,0,,"TREMONT ST & STUART ST
BOSTON  MA 02116
UNITED STA",42.35108003,-71.06488998,"(42.35108002886693, -71.06488998215816)"
222001057,1402,,VANDALISM,A1, ,0,1/5/2022 20:44,2022,1,Wednesday,20,,"STUART ST & TREMONT ST
BOSTON  MA 02116
UNITED STA",42.35108003,-71.06488998,"(42.35108002886693, -71.06488998215816)"
222020969,3502,,MISSING PERSON - LOCATED,B2, ,0,3/25/2022 20:37,2022,3,Friday,20,,ELDER ST,42.32059748,-71.06490116,"(42.320597475450505, -71.06490116495135)"
222013657,1831,,SICK ASSIST,C11, ,0,2/25/2022 18:07,2022,2,Friday,18,,JOSEPHINE ST,42.3005201,-71.06490653,"(42.30052010289273, -71.06490652562385)"
222009566,3114,,INVESTIGATE PROPERTY,C11, ,0,2/9/2022 19:25,2022,2,Wednesday,19,,DORCHESTER AVE,42.28353799,-71.06492001,"(42.28353799000461, -71.06492001225054)"
222006752,3115,,INVESTIGATE PERSON,C11, ,0,1/29/2022 20:01,2022,1,Saturday,20,,TALBOT AVE,42.2871482,-71.06493039,"(42.287148203950444, -71.06493039372496)"
222013411,3115,,INVESTIGATE PERSON,C11, ,0,2/24/2022 16:19,2022,2,Thursday,16,,RILL ST,42.31185611,-71.06494631,"(42.31185610930228, -71.06494631033651)"
222022115,3115,,INVESTIGATE PERSON,External, ,0,3/29/2022 15:40,2022,3,Tuesday,15,,RANDOLPH ST,42.34143223,-71.06495494,"(42.34143222559481, -71.06495493621784)"
222021769,619,,LARCENY ALL OTHERS,A1, ,0,3/25/2022 14:00,2022,3,Friday,14,,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124326869168, -71.06497327027982)"
222018770,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1, ,0,3/17/2022 0:00,2022,3,Thursday,0,,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124326869168, -71.06497327027982)"
222005486,3114,,INVESTIGATE PROPERTY,B2, ,0,1/24/2022 19:46,2022,1,Monday,19,,"BELDEN SQ & RAMSEY ST
DORCHESTER  MA 02125
UNITED ",42.31775098,-71.06497399,"(42.317750975420545, -71.06497398678067)"
222011064,3410,,TOWED MOTOR VEHICLE,C11, ,0,2/15/2022 10:00,2022,2,Tuesday,10,,UPLAND AVE,42.29707357,-71.06499132,"(42.29707357320368, -71.0649913227301)"
222011340,1831,,SICK ASSIST,A1, ,0,2/16/2022 13:03,2022,2,Wednesday,13,,TREMONT ST,42.35079907,-71.06500775,"(42.35079906798282, -71.06500775306667)"
222013715,801,,ASSAULT - SIMPLE,A1,122,0,2/26/2022 0:00,2022,2,Saturday,0,,TREMONT ST,42.35079907,-71.06500775,"(42.35079906798282, -71.06500775306667)"
222010769,801,,ASSAULT - SIMPLE,C11, ,0,2/14/2022 10:27,2022,2,Monday,10,,HANCOCK ST,42.31319382,-71.06500833,"(42.31319381990397, -71.0650083285478)"
222011720,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2/17/2022 21:27,2022,2,Thursday,21,,"COLUMBIA RD & STOUGHTON ST
DORCHESTER  MA 02125
UN",42.31698503,-71.06502996,"(42.31698503342123, -71.06502995741417)"
222011513,3301,,VERBAL DISPUTE,C11,361,0,2/17/2022 9:00,2022,2,Thursday,9,,NIXON ST,42.29381251,-71.0650485,"(42.293812513412135, -71.06504850139866)"
222000594,3803,,M/V ACCIDENT - PERSONAL INJURY,A15, ,0,1/3/2022 18:11,2022,1,Monday,18,,NEW RUTHERFORD AVE & RAMP - RT 1 SB TO RUTHERFORD ,42.37232199,-71.06505394,"(42.37232199214264, -71.06505393897382)"
222014153,3410,,TOWED MOTOR VEHICLE,C11, ,0,2/28/2022 1:27,2022,2,Monday,1,,VINSON ST,42.29798785,-71.06506647,"(42.29798785099509, -71.06506646860102)"
222005987,1831,,SICK ASSIST,A1, ,0,1/26/2022 15:57,2022,1,Wednesday,15,,JOY ST,42.36058947,-71.0651034,"(42.36058946609475, -71.06510340441875)"
222023372,3803,,M/V ACCIDENT - PERSONAL INJURY,C6, ,0,4/4/2022 2:06,2022,4,Monday,2,,"ALLSTATE RD & MASSACHUSETTS AVE
DORCHESTER  MA 021",42.32471001,-71.06511894,"(42.324710013763735, -71.06511893976973)"
222012381,619,,LARCENY ALL OTHERS,A1,121,0,2/18/2022 21:00,2022,2,Friday,21,,TREMONT ST,42.35040583,-71.06512526,"(42.35040583327376, -71.06512526115185)"
